Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Positive,"THANK YOU JUNGKOOK!
 WE'RE SO PROUD OF YOU! 
#JUNGKOOK x FIFA
#world cup 2022",Strongly Positive,Positive
Positive,"Beyond words can describe how amazing you are as a performer. We're so proud of you our Jungkookie
#FIFA world cup 
#Qatar world cup 2022 
#world cup 2022 
#Jungkook In Qatar 
#Jungkook first Single 
#Jungkook_Dreamers",Strongly Positive,Positive
Positive,"If anyone needs me for the next month, I will be easy to find.  #world cup 2022",Positive,Positive
Positive,Let's go Ecuador!! I want to see a 6-0 blow out. #world cup 2022,Positive,Positive
Positive,"He just nailed it
#FIFA world cup #world cup 2022 #Qatar world cup 2022 #Jungkook In Qatar #Dreamer Fifa2022 #BTS",Strongly Positive,Positive
Positive,The manufacturer of the great iphone phones Must be extremely happy on watching #world cup 2022 physical spectators.,Strongly Positive,Positive
Positive,"Guys let's watch the World Cup!!! I know there's zero hype, but mayn football is life #world cup #world cup 2022 #Qatar world cup 2022 #Dreamer Fifa 2022",Positive,Positive
Positive,I'm ready to see Ecuador beat Qata in this morning's opening match of #FIFA world cup 2022 #Qatar world cup 2022 #world cup 2022,Positive,Positive
Positive,"See you soon Qatar! 
#world cup 2022 #england #doha",Positive,Positive
Positive,"To my favorite Ecuadorian, sending your Men's national team my energy this morning #world cup 2022 ",Positive,Positive
Positive,"IM SO PROUD OF YOU JUNGKOOK !!
You did so amazing my boy!!
You could see how far you come !!
Your name wiil be on history !!
I'm promise will always support you no matter what _ÙÕÏ

#Jung kook At FIFA world cup 
#Jung kook In Qatar 
#FIFA world cup 
#Qatar world cup 2022 
#world cup 2022",Strongly Positive,Positive
Positive,"World Cup time baby!
#Stories From A Bar #world cup 2022",Positive,Positive
Positive,All excited for the first match to see the Equadorians put the slave drivers back in their box...and for anyone having the dinner Ireland and Malta is on after to guarantee the post dinner snooze #world cup 2022 #IRLMALT #IRLvMAL,Negative,Negative
Positive,"Hiretest Ltd wish the England squad good luck in Qatar for the World Cup
#England #world cup 2022 #three Lions",Positive,Positive
Positive,"I AM SO PROUD OF YOU JUNGKOOK
#FIFA world cup #Jungkook At FIFA world cup #Jungkook first Single #Jungkook In Qatar #JUNGKOOK x FIFA #world cup 2022 #jungkook day",Strongly Positive,Positive
Positive,#world cup 2022  hoping it's the best World Cup so as to shut some hypocrites up.,Strongly Positive,Positive
Positive,"I REALLY LOVE THIS ONE !!! LIKE, HE REALLY REALLY RESPECTS MUSLIM AND DOESN'T DIFFERENT PEOPLE'S ORIGIN AND RELIGION OF OTHER PEOPLE ..

Really proud of Jeon Jungkook

#world cup 2022 #FIFA world cup #Jungkook At FIFA world cup",Strongly Positive,Positive
Positive,"You can download football world cup online book for free by completing an offer. You will know many unknown information in this book. So why delay, complete the offer now and download the book for free.
#world cup 2022 #FIFA world cup #job #career #gift #Gives You Wings #Qatar world cup",Neutral,Neutral
Positive,FIFA world cup What would @SimonCowell said? #JungKook  #world cup 2022 What an opening ceremony. What a show Qatar,Strongly Positive,Positive
Positive,"THANKS TO @elonmusk

(I GUESS BIGDADDIES PAID FOR THE MATCH),

EVERYONE ON TWITTER IS ABLE TO WATCH THE QATAR VS ECUADOR MATCH LIVE ON TWITTER

 #QATECU 
#world cupQatar 2022 
#world cup 2022 
#world cup",Strongly Positive,Positive
Positive,Let the games begin #world cup 2022 #team brazil,Strongly Positive,Positive
Positive,#world cup 2022 is starting in the next 18 minutes we hope it will be smooth and sportsmanship competition all through. Meawhile Qatari hospitality is another level. Here we go....,Positive,Positive
Positive,"Just look how much his brothers are supporting him

#FIFA world cup #Qatar world cup 2022 #world cup 2022 #Jungkook In Qatar",Strongly Positive,Positive
Positive,Crowd getting lively. Already for kick off #world cup 2022,Positive,Positive
Positive,"Happy World Cup Day!!! #world cup 2022 #world cup 
#world cup Qatar2022",Positive,Positive
Positive,IMMENSELY PROUD OF JUNGKOOK IS DEFINITELY AN UNDERSTATEMENT #world cup 2022,Positive,Positive
Positive,That's very kind of you and honoured to be the filling inside that fantastic book sandwich #world cup 2022,Positive,Positive
Positive,So proud of you jungkook Dreamers2022 #jungkook #world cup 2022 #Jungkook At FIFA world cup,Positive,Positive
Positive,"Show some Support for your favorite Team #Qatar or #Ecuador for the opener of #FIFA world cup

Both Wallpapers available on our Parallax Walls App

#QATECU #FIFA world cup 2022 #Qatar world cup 2022 #world cup 2022 @world cup EN @FIFA world cup",Positive,Positive
Positive,"World Cup in Qatar is starting and that opening was beautiful. 

Football UNITE people all over the world and thats why we love this beautiful game.

Bring it on! 

#world cup #Qatar world cup 2022 #world cup 2022",Strongly Positive,Positive
Positive,Picture worth a thousand words. #world cup 2022 #Qatar world cup 2022,Neutral,Neutral
Positive,THE POWER THIS PICTURE HOLDS #Jungkook In Qatar #Dreamer Fifa 2022 #Qatar 2022Ê #world cup 2022,Positive,Positive
Positive,Super excited about the start of #world cup 2022! Let the games begin! @FIFA world cup #world cup #Qatar2022 Watching from #Arkansas! #29Days,Strongly Positive,Positive
Positive,The World Cup is such a beautiful multicultural event. I'm looking forward to watching some great and passionate soccer matches! As always Vamos Mexico. Obviously also cheering for @USMNTü! #world cup 2022 #More Than Just A Game,Strongly Positive,Positive
Positive,"#world cup 2022 
junkook is perfect person have a perfect voice have a perfect song for world cup",Strongly Positive,Positive
Positive,"MD1 Team
Cap:Messi
'12th man' activated(K.Mbappe)
Goodluck
#fantasyworld cup  #world cup 2022",Positive,Positive
Positive,I'm so proud of you #Jungkook At FIFA world cup #Qatar world cup 2022 #FIFA world cup #world cup 2022 #Jungkook In Qatar #Jungkook first Single #JUNGKOOK x FIFA #jungkook,Strongly Positive,Positive
Positive,I got my pick this year #world cup 2022,Neutral,Neutral
Positive,"It's finally here, the #world cup #FIFA world cup 2022 #Qatar2022Ê #Qatar world cup 2022 #world cup 2022 #FIFA world cup",Positive,Positive
Positive,"Small boy in a big arcade
My boy did it sooo nicely
#FIFA world cup 
#Qatar world cup 2022 
#Jungkook At FIFA world cup 
#world cup 2022",Positive,Positive
Positive,"I'm beyond Proud of Our Jungkookie
#FIFA world cup #Qatar world cup 2022 #world cup 2022 #Jungkook At FIFA world cup #Jungkook first Single #Jungkook x FIFA #Jungkook In Qatar @BTS_twt https://t.co/iuATLgahYh",Strongly Positive,Positive
Positive,"Don't just sit there and watch the #FIFA world cup #Bring The Moves

Join players at the #world cup 2022 to celebrate goals with moves and encourage kids to #Be Active!

#Qatar2022 #Qatar world cup 2022 #FIFA world cup 2022",Strongly Positive,Positive
Positive,"Jungkook wallpaper

#FIFA world cup #Qatar world cup 2022 #world cup 2022 #FIFA world cup 2022 #Jungkook At FIFA world cup #Jungkook first Single #Jungkook In Qatar #bts",Neutral,Neutral
Positive,"Probably last World Cup for Neymar, Messi and Ronaldo !! Like always, I am sure this will be cup of surprises ! Truly excited #world cup 2022 #FIFA world cup #Qatar world cup 2022",Positive,Positive
Positive,IT'S WORLD CUP TIME!!!!! #world cup 2022,Positive,Positive
Positive,"Morgan Freeman: ""Football unites nations and their love for the beautiful game. What brings together nations also brings together communities.""
#Qatar world cup 2022 #world cup 2022",Strongly Positive,Positive
Positive,"Spotting Zakumi and hearing ""Waka Waka"" in the background at the #Qatar world cup 2022 opening ceremony takes me way back to 2010

You'll always be special ZAKUMI !!!

#FIFA world cup #world cup 2022",Positive,Positive
Positive,Loving the @BBCSport @BBCNews pre-game coverage. Not. #world cup 2022 #Qatar2022 https://t.co/yRBEVbWEvH,Strongly Negative,Negative
Positive,WE ARE PROUD OF YOU JEON JUNGKOOK #world cup 2022 #Dreamer Fifa 2022,Strongly Positive,Positive
Positive,#world cup 2022 is the best thing on TV today. ,Strongly Positive,Positive
Positive,"The best official anthem for #world cup Waka Waka (This Time for Africa) - 2010

#IMO #world cup 2022",Strongly Positive,Positive
Positive,I CANT UNDERSTAND A WORD HES SINGING BUT IM VIBING #world cup 2022,Positive,Positive
Positive,"An amazing display! This World Cup ceremony is really interesting

#ss football #Super Sport #world cup 2022 #Qatar world cup 2022",Positive,Positive
Positive,world cup officially started. first game Qatar vs Ecuador. let's goooo #world cup 2022,Strongly Positive,Positive
Positive,Let's get this game started! #world cup 2022,Positive,Positive
Positive,"Buzz kill watching #BBCworld cup should really be hyping the tournament. 

No nation is perfect. Just move on and enjoy the football! 

#world cup 2022 #Qatar world cup 2022 

Come on Qatar",Negative,Negative
Positive,Why don't you use your data elsewhere while #JioCinema fix it's streaming issue. Listen to some crazy good indie songs on the @SocialMobApp  #world cup 2022 #JioCinema #music #freemusic,Positive,Positive
Positive,"The whole ceremony was lovely. A true representation of culture and progress. A celebration of our difference. 
#world cup 2022 #world cup Qatar 2022",Positive,Positive
Positive,"Be great to see Qatar thrashed though, 4 or 5-0. Some raving homophobes in government looking daft. Magnificent. #Qatar2022 #world cup 2022 #FIFA world cup 2022",Positive,Positive
Positive,"#dreamers 2022 #JEONJUNGKOOK #world cup 2022 #Jungkook At FIFA world cup #Jungkook In Qatar 
JEON JUNGKOOKKKKKKKKKKKKK",Strongly Positive,Positive
Positive,"The #world cup 2022 is BACK! 

Brazil 2014 was the greatest trip of my life!!! Let's go #USA",Strongly Positive,Positive
Positive,"#world cup 2022, #NFL, #CBB, #NBA and #NHL today

Looks like a great opportunity to win some money!! Here is a link for 125% deposit bonus with BetUS to help you WIN BIG TODAY!! LETS GOOOOO!! 



#Gambling #Sports Betting #Sports Picks #Money #Sports ",Strongly Positive,Positive
Positive,Happy World Cup everybody! #world cup 2022,Positive,Positive
Positive,That #Morgan Freeman opening ceremony of the #world cup 2022 just pure,Positive,Positive
Positive,"Love England but it's not Coming home... 2 Goats in the Final!!

#Ronaldo
#world cup 2022
#Yanez
Checkout my predictions!",Positive,Positive
Positive,Happy #world cup 2022 to everyone except @Sepp Blatter,Positive,Positive
Positive,"We've got you covered for today and tomorrow. Check out our best bets!
#Qatar world cup 2022 #world cup 2022 #Qatar2022 #FIFA world cup",Positive,Positive
Positive,"Here's the Emir of #Qatar, Tamim bin Hamad Al Thani, at the opening ceremony of the #world cup 2022 with various dignitaries. One of those VIPs is Mahmoud Abbas, whose Palestinian Authority Martyrs Fund pays monthly cash to those who butcher civilians. Anyway, enjoy the match.",Strongly Negative,Negative
Positive,WE ARE THE DREAMERS !!! #Dreamers by Jungkook #world cup 2022,Positive,Positive
Positive,Brilliant opening show. #Qatar2022 #world cup 2022,Strongly Positive,Positive
Positive,"My whatsapp

#JungKook #Dreamers by Jungkook #world cup 2022",Neutral,Neutral
Positive,"4K - Official video - CAN WE WIN IT - @denemichael ft Modern Romance is here: 

Apple Music / iTunes: 
Spotify: 
Heritage Chart: 
#world cup 2022 #England Football Team Qatar",Neutral,Neutral
Positive,"Well done Qatar, enough said #FIFA world cup #Qatar world cup 2022 #world cup 2022",Positive,Positive
Positive,I'm so happy #world cup 2022 Cup is coming!,Positive,Positive
Positive,"All set for the best World Cup ever, forget Italia 90 #world cup 2022",Strongly Positive,Positive
Positive,"Football is on watch others play or play with yourself - the next weeks will bring lots of cheer, emotions, pleasure and fun be prepared and check out the link in our bio for wonderful playthings  #world cup 2022 #world cup qatar2022 #england football #ball games",Positive,Positive
Positive,"The #world cup 2022 begins today, albeit in the shadow of Qatar's questionable human rights record. Yet the sport is still the beautiful game, and the existentialists knew it.",Positive,Positive
Positive,"For the first time in my life I have the feelings @Ghana Black stars can make us proud
#world cup 2022
#Qatar is coming home",Strongly Positive,Positive
